Serial No.	Week No.	Sample ID	Sample type	Species (English)	Age	Sex	EURING code	Location	Bird ring number	Location type	Collection date	Arrival date	Pool ID	Indiv. ID	Alliquote date	Taqman date	MA	MA-Ct	H5	H5-Ct	H7	H7-Ct	Virus isolation	E1	E2	Virus pathotype	HA subtype	NA subtype	Remarks	LAT-Y	LONG-X	Health
GEORGIA2010_00213	8	217-381	cloacal swab	Pygmy Cormorant	A		ØØ82Ø	Jandari Lake		area not under restriction	2009/11/22	2010/02/18	1562		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.4458	45.1988	live without clinical signs
GEORGIA2010_00214	8	217-382	cloacal swab	Little Grebe	A		ØØØ7Ø	Jandari Lake		area not under restriction	2009/11/22	2010/02/18	1562		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.4458	45.1988	live without clinical signs
GEORGIA2010_00215	8	217-383	tracheal or oropharyngeal swab	Little Grebe	A		ØØØ7Ø	Jandari Lake		area not under restriction	2009/11/22	2010/02/18	1562		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.4458	45.1988	live without clinical signs
GEORGIA2010_00216	8	217-384	cloacal swab	Common Coot	A		Ø429Ø	Jandari Lake		area not under restriction	2009/11/22	2010/02/18	1563		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.4458	45.1988	live without clinical signs
GEORGIA2010_00217	8	217-385	tracheal or oropharyngeal swab	Common Coot	A		Ø429Ø	Jandari Lake		area not under restriction	2009/11/22	2010/02/18	1563		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.4458	45.1988	live without clinical signs
GEORGIA2010_00218	8	217-386	cloacal swab	Pygmy Cormorant	A		ØØ82Ø	Jandari Lake		area not under restriction	2009/11/22	2010/02/18	1563		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.4458	45.1988	live without clinical signs
GEORGIA2010_00219	8	217-387	tracheal or oropharyngeal swab	Pygmy Cormorant	A		ØØ82Ø	Jandari Lake		area not under restriction	2009/11/22	2010/02/18	1563		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.4458	45.1988	live without clinical signs
GEORGIA2010_00220	8	217-388	cloacal swab	Pygmy Cormorant	A		ØØ82Ø	Jandari Lake		area not under restriction	2009/11/22	2010/02/18	1563		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.4458	45.1988	live without clinical signs
GEORGIA2010_00221	8	217-389	tracheal or oropharyngeal swab	Pygmy Cormorant	A		ØØ82Ø	Jandari Lake		area not under restriction	2009/11/22	2010/02/18	1564		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.4458	45.1988	live without clinical signs
GEORGIA2010_00222	8	217-390	tracheal or oropharyngeal swab	Pygmy Cormorant	A		ØØ82Ø	Jandari Lake		area not under restriction	2009/11/22	2010/02/18	1564		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.4458	45.1988	live without clinical signs
GEORGIA2010_00223	8	217-391	cloacal swab	Pygmy Cormorant	A		ØØ82Ø	Jandari Lake		area not under restriction	2009/11/22	2010/02/18	1564		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.4458	45.1988	live without clinical signs
GEORGIA2010_00224	8	217-392	tracheal or oropharyngeal swab	Pygmy Cormorant	A		ØØ82Ø	Jandari Lake		area not under restriction	2009/11/22	2010/02/18	1564		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.4458	45.1988	live without clinical signs
GEORGIA2010_00225	8	217-393	cloacal swab	Pygmy Cormorant	A		ØØ82Ø	Jandari Lake		area not under restriction	2009/11/22	2010/02/18	1564		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.4458	45.1988	live without clinical signs
GEORGIA2010_00226	8	217-394	tracheal or oropharyngeal swab	Pygmy Cormorant	A		ØØ82Ø	Jandari Lake		area not under restriction	2009/11/22	2010/02/18	1565		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.4458	45.1988	live without clinical signs
GEORGIA2010_00227	8	217-395	cloacal swab	Pygmy Cormorant	A		ØØ82Ø	Jandari Lake		area not under restriction	2009/11/22	2010/02/18	1565		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.4458	45.1988	live without clinical signs
GEORGIA2010_00228	8	217-396	tracheal or oropharyngeal swab	Pygmy Cormorant	A		ØØ82Ø	Jandari Lake		area not under restriction	2009/11/22	2010/02/18	1565		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.4458	45.1988	live without clinical signs
GEORGIA2010_00229	8	217-399	cloacal swab	Yellow-legged Gull	A		Ø5927	Kazbegi Brewery		area not under restriction	2009/11/25	2010/02/18	1565		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.7118	44.7898	live without clinical signs
GEORGIA2010_00230	8	217-400	cloacal swab	Blackbird	A	M	1187Ø	Ponichala park		area not under restriction	2009/11/22	2010/02/18	1565		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.6293	44.9307	live without clinical signs
GEORGIA2010_00231	8	217-401	tracheal or oropharyngeal swab	Blackbird	A	M	1187Ø	Ponichala park		area not under restriction	2009/11/22	2010/02/18	1566		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.6293	44.9307	live without clinical signs
GEORGIA2010_00232	8	217-402	cloacal swab	Blackbird	A	F	1187Ø	Ponichala park		area not under restriction	2009/11/22	2010/02/18	1566		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.6293	44.9307	live without clinical signs
GEORGIA2010_00233	8	217-403	tracheal or oropharyngeal swab	Blackbird	A	F	1187Ø	Ponichala park		area not under restriction	2009/11/22	2010/02/18	1566		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.6293	44.9307	live without clinical signs
GEORGIA2010_00234	8	217-404	cloacal swab	Blackbird	A	M	1187Ø	Ponichala park		area not under restriction	2009/11/22	2010/02/18	1566		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.6293	44.9307	live without clinical signs
GEORGIA2010_00235	8	217-405	tracheal or oropharyngeal swab	Blackbird	A	M	1187Ø	Ponichala park		area not under restriction	2009/11/22	2010/02/18	1566		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.6293	44.9307	live without clinical signs
GEORGIA2010_00236	8	217-406	cloacal swab	Mistle Thrush	A	M	12Ø2Ø	Ponichala park		area not under restriction	2009/11/22	2010/02/18	1567		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.6293	44.9307	live without clinical signs
GEORGIA2010_00237	8	217-407	tracheal or oropharyngeal swab	Mistle Thrush	A	M	12Ø2Ø	Ponichala park		area not under restriction	2009/11/22	2010/02/18	1567		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.6293	44.9307	live without clinical signs
GEORGIA2010_00238	8	217-408	cloacal swab	Mistle Thrush	A	F	12Ø2Ø	Ponichala park		area not under restriction	2009/11/22	2010/02/18	1567		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.6293	44.9307	live without clinical signs
GEORGIA2010_00239	8	217-409	tracheal or oropharyngeal swab	Mistle Thrush	A	F	12Ø2Ø	Ponichala park		area not under restriction	2009/11/22	2010/02/18	1567		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.6293	44.9307	live without clinical signs
GEORGIA2010_00240	8	217-410	cloacal swab	Yellow-legged Gull	A		Ø5927	Kazbegi Brewery		area not under restriction	2009/11/25	2010/02/18	1567		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.7118	44.7898	live without clinical signs
GEORGIA2010_00241	8	217-411	cloacal swab	Yellow-legged Gull	A		Ø5927	Kazbegi Brewery		area not under restriction	2009/11/25	2010/02/18	1569		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.7118	44.7898	live without clinical signs
GEORGIA2010_00242	8	217-412	cloacal swab	Yellow-legged Gull	A		Ø5927	Kazbegi Brewery		area not under restriction	2009/11/25	2010/02/18	1569		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.7118	44.7898	live without clinical signs
GEORGIA2010_00243	8	217-414	cloacal swab	Yellow-legged Gull	A		Ø5927	Kazbegi Brewery		area not under restriction	2009/11/25	2010/02/18	1570		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.7118	44.7898	live without clinical signs
GEORGIA2010_00244	8	217-415	cloacal swab	Yellow-legged Gull	A		Ø5927	Kazbegi Brewery		area not under restriction	2009/11/25	2010/02/18	1570		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.7118	44.7898	live without clinical signs
GEORGIA2010_00245	8	217-416	cloacal swab	Yellow-legged Gull	A		Ø5927	Kazbegi Brewery		area not under restriction	2009/11/25	2010/02/18	1570		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.7118	44.7898	live without clinical signs
GEORGIA2010_00246	8	217-417	cloacal swab	Armenian Gull	A		Ø6ØØ9	Kazbegi Brewery		area not under restriction	2009/11/25	2010/02/18	1570		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.7118	44.7898	live without clinical signs
GEORGIA2010_00247	8	217-418	cloacal swab	Armenian Gull	A		Ø6ØØ9	Kazbegi Brewery		area not under restriction	2009/11/25	2010/02/18	1570		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.7118	44.7898	live without clinical signs
GEORGIA2010_00248	8	217-419	cloacal swab	Armenian Gull	A		Ø6ØØ9	Kazbegi Brewery		area not under restriction	2009/11/25	2010/02/18	1571		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.7118	44.7898	live without clinical signs
GEORGIA2010_00249	8	217-420	cloacal swab	Armenian Gull	A		Ø6ØØ9	Kazbegi Brewery		area not under restriction	2009/11/25	2010/02/18	1571		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.7118	44.7898	live without clinical signs
GEORGIA2010_00250	8	217-421	cloacal swab	Armenian Gull	A		Ø6ØØ9	Kazbegi Brewery		area not under restriction	2009/11/25	2010/02/18	1571		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.7118	44.7898	live without clinical signs
GEORGIA2010_00251	8	217-422	cloacal swab	Armenian Gull	A		Ø6ØØ9	Kazbegi Brewery		area not under restriction	2009/11/25	2010/02/18	1571		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.7118	44.7898	live without clinical signs
GEORGIA2010_00252	8	217-423	cloacal swab	Armenian Gull	A		Ø6ØØ9	Kazbegi Brewery		area not under restriction	2009/11/25	2010/02/18	1571		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.7118	44.7898	live without clinical signs
GEORGIA2010_00253	8	217-424	cloacal swab	Armenian Gull	A		Ø6ØØ9	Kazbegi Brewery		area not under restriction	2009/11/25	2010/02/18	1572		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.7118	44.7898	live without clinical signs
GEORGIA2010_00254	8	217-425	cloacal swab	Armenian Gull	A		Ø6ØØ9	Kazbegi Brewery		area not under restriction	2009/11/25	2010/02/18	1572		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.7118	44.7898	live without clinical signs
GEORGIA2010_00255	8	217-426	cloacal swab	Armenian Gull	A		Ø6ØØ9	Kazbegi Brewery		area not under restriction	2009/11/25	2010/02/18	1572		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.7118	44.7898	live without clinical signs
GEORGIA2010_00256	8	217-427	cloacal swab	Armenian Gull	A		Ø6ØØ9	Kazbegi Brewery		area not under restriction	2009/11/25	2010/02/18	1572		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.7118	44.7898	live without clinical signs
GEORGIA2010_00257	8	217-428	cloacal swab	Armenian Gull	A		Ø6ØØ9	Kazbegi Brewery		area not under restriction	2009/11/25	2010/02/18	1572		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.7118	44.7898	live without clinical signs
GEORGIA2010_00258	8	217-429	cloacal swab	Armenian Gull	A		Ø6ØØ9	Kazbegi Brewery		area not under restriction	2009/11/25	2010/02/18	1573		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.7118	44.7898	live without clinical signs
GEORGIA2010_00259	8	217-430	cloacal swab	Yellow-legged Gull	J		Ø5927	Kazbegi Brewery		area not under restriction	2009/11/25	2010/02/18	1573		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.7118	44.7898	live without clinical signs
GEORGIA2010_00260	8	217-431	cloacal swab	Yellow-legged Gull	A		Ø5927	Kazbegi Brewery		area not under restriction	2009/12/02	2010/02/18	1573		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.7118	44.7898	live without clinical signs
GEORGIA2010_00261	8	217-432	cloacal swab	Yellow-legged Gull	A		Ø5927	Kazbegi Brewery		area not under restriction	2009/11/25	2010/02/18	1573		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.7118	44.7898	live without clinical signs
GEORGIA2010_00262	8	217-433	cloacal swab	Armenian Gull	A		Ø6ØØ9	Kazbegi Brewery		area not under restriction	2009/11/25	2010/02/18	1573		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.7118	44.7898	live without clinical signs
GEORGIA2010_00263	8	217-434	cloacal swab	Armenian Gull	A		Ø6ØØ9	Kazbegi Brewery		area not under restriction	2009/11/25	2010/02/18	1574		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.7118	44.7898	live without clinical signs
GEORGIA2010_00264	8	217-435	cloacal swab	Armenian Gull	A		Ø6ØØ9	Kazbegi Brewery		area not under restriction	2009/11/25	2010/02/18	1574		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.7118	44.7898	live without clinical signs
GEORGIA2010_00265	8	217-436	cloacal swab	Armenian Gull	A		Ø6ØØ9	Kazbegi Brewery		area not under restriction	2009/11/25	2010/02/18	1574		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.7118	44.7898	live without clinical signs
GEORGIA2010_00266	8	217-437	cloacal swab	Armenian Gull	A		Ø6ØØ9	Kazbegi Brewery		area not under restriction	2009/11/25	2010/02/18	1574		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.7118	44.7898	live without clinical signs
GEORGIA2010_00267	8	217-438	cloacal swab	Armenian Gull	A		Ø6ØØ9	Kazbegi Brewery		area not under restriction	2009/11/25	2010/02/18	1574		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.7118	44.7898	live without clinical signs
GEORGIA2010_00268	8	217-439	cloacal swab	Armenian Gull	A		Ø6ØØ9	Kazbegi Brewery		area not under restriction	2009/11/25	2010/02/18	1577		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.7118	44.7898	live without clinical signs
GEORGIA2010_00269	8	217-440	cloacal swab	Armenian Gull	A		Ø6ØØ9	Kazbegi Brewery		area not under restriction	2009/11/25	2010/02/18	1577		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.7118	44.7898	live without clinical signs
GEORGIA2010_00270	8	217-441	cloacal swab	Yellow-legged Gull	A		Ø5927	Kazbegi Brewery		area not under restriction	2009/12/02	2010/02/18	1577		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.7118	44.7898	live without clinical signs
GEORGIA2010_00271	8	217-442	cloacal swab	Armenian Gull	A		Ø6ØØ9	Kazbegi Brewery		area not under restriction	2009/11/25	2010/02/18	1577		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.7118	44.7898	live without clinical signs
GEORGIA2010_00272	8	217-443	cloacal swab	Yellow-legged Gull	A		Ø5927	Kazbegi Brewery		area not under restriction	2009/12/02	2010/02/18	1577		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.7118	44.7898	live without clinical signs
GEORGIA2010_00273	8	217-444	cloacal swab	Yellow-legged Gull	A		Ø5927	Kazbegi Brewery		area not under restriction	2009/11/25	2010/02/18	1578		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.7118	44.7898	live without clinical signs
GEORGIA2010_00274	8	217-445	cloacal swab	Yellow-legged Gull	A		Ø5927	Kazbegi Brewery		area not under restriction	2009/12/02	2010/02/18	1578		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.7118	44.7898	live without clinical signs
GEORGIA2010_00275	8	217-446	cloacal swab	Yellow-legged Gull	A		Ø5927	Kazbegi Brewery		area not under restriction	2009/11/25	2010/02/18	1578		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.7118	44.7898	live without clinical signs
GEORGIA2010_00276	8	217-447	cloacal swab	Yellow-legged Gull	A		Ø5927	Kazbegi Brewery		area not under restriction	2009/12/02	2010/02/18	1578		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.7118	44.7898	live without clinical signs
GEORGIA2010_00277	8	217-448	cloacal swab	Yellow-legged Gull	A		Ø5927	Kazbegi Brewery		area not under restriction	2009/12/02	2010/02/18	1578		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.7118	44.7898	live without clinical signs
GEORGIA2010_00278	8	217-449	cloacal swab	Yellow-legged Gull	A		Ø5927	Kazbegi Brewery		area not under restriction	2009/12/02	2010/02/18	1579		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.7118	44.7898	live without clinical signs
GEORGIA2010_00279	8	217-450	cloacal swab	Yellow-legged Gull	A		Ø5927	Kazbegi Brewery		area not under restriction	2009/12/02	2010/02/18	1579		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.7118	44.7898	live without clinical signs
GEORGIA2010_00280	8	217-451	cloacal swab	Yellow-legged Gull	A		Ø5927	Kazbegi Brewery		area not under restriction	2009/12/02	2010/02/18	1579		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.7118	44.7898	live without clinical signs
GEORGIA2010_00281	8	217-452	cloacal swab	Yellow-legged Gull	A		Ø5927	Kazbegi Brewery		area not under restriction	2009/12/02	2010/02/18	1579		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.7118	44.7898	live without clinical signs
GEORGIA2010_00282	8	217-453	cloacal swab	Yellow-legged Gull	A		Ø5927	Kazbegi Brewery		area not under restriction	2009/12/02	2010/02/18	1579		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.7118	44.7898	live without clinical signs
GEORGIA2010_00283	8	217-454	cloacal swab	Yellow-legged Gull	A		Ø5927	Kazbegi Brewery		area not under restriction	2009/12/02	2010/02/18	1580		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.7118	44.7898	live without clinical signs
GEORGIA2010_00284	8	217-455	cloacal swab	Yellow-legged Gull	A		Ø5927	Kazbegi Brewery		area not under restriction	2009/12/02	2010/02/18	1580		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.7118	44.7898	live without clinical signs
GEORGIA2010_00285	8	217-456	cloacal swab	Yellow-legged Gull	A		Ø5927	Kazbegi Brewery		area not under restriction	2009/12/02	2010/02/18	1580		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.7118	44.7898	live without clinical signs
GEORGIA2010_00286	8	217-457	cloacal swab	Yellow-legged Gull	A		Ø5927	Kazbegi Brewery		area not under restriction	2009/12/02	2010/02/18	1580		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.7118	44.7898	live without clinical signs
GEORGIA2010_00287	8	217-458	cloacal swab	Yellow-legged Gull	A		Ø5927	Kazbegi Brewery		area not under restriction	2009/12/02	2010/02/18	1580		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.7118	44.7898	live without clinical signs
GEORGIA2010_00288	8	217-459	cloacal swab	Yellow-legged Gull	A		Ø5927	Kazbegi Brewery		area not under restriction	2009/12/02	2010/02/18	1581		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.7118	44.7898	live without clinical signs
GEORGIA2010_00289	8	217-460	cloacal swab	Yellow-legged Gull	A		Ø5927	Kazbegi Brewery		area not under restriction	2009/12/02	2010/02/18	1581		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.7118	44.7898	live without clinical signs
GEORGIA2010_00290	8	217-461	cloacal swab	Yellow-legged Gull	A		Ø5927	Kazbegi Brewery		area not under restriction	2009/12/02	2010/02/18	1581		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.7118	44.7898	live without clinical signs
GEORGIA2010_00291	8	217-462	cloacal swab	Yellow-legged Gull	A		Ø5927	Kazbegi Brewery		area not under restriction	2009/12/02	2010/02/18	1581		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.7118	44.7898	live without clinical signs
GEORGIA2010_00292	8	217-463	cloacal swab	Yellow-legged Gull	A		Ø5927	Kazbegi Brewery		area not under restriction	2009/12/02	2010/02/18	1581		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.7118	44.7898	live without clinical signs
GEORGIA2010_00293	8	217-464	cloacal swab	Yellow-legged Gull	A		Ø5927	Kazbegi Brewery		area not under restriction	2009/12/02	2010/02/18	1582		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.7118	44.7898	live without clinical signs
GEORGIA2010_00294	8	217-465	cloacal swab	Yellow-legged Gull	A		Ø5927	Kazbegi Brewery		area not under restriction	2009/12/02	2010/02/18	1582		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.7118	44.7898	live without clinical signs
GEORGIA2010_00295	8	217-466	cloacal swab	Yellow-legged Gull	A		Ø5927	Kazbegi Brewery		area not under restriction	2009/12/02	2010/02/18	1582		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.7118	44.7898	live without clinical signs
GEORGIA2010_00296	8	217-467	cloacal swab	Yellow-legged Gull	A		Ø5927	Kazbegi Brewery		area not under restriction	2009/12/02	2010/02/18	1582		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.7118	44.7898	live without clinical signs
GEORGIA2010_00297	8	217-468	cloacal swab	Yellow-legged Gull	A		Ø5927	Kazbegi Brewery		area not under restriction	2009/12/02	2010/02/18	1582		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.7118	44.7898	live without clinical signs
GEORGIA2010_00298	8	217-469	cloacal swab	Yellow-legged Gull	A		Ø5927	Kazbegi Brewery		area not under restriction	2009/12/02	2010/02/18	1583		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.7118	44.7898	live without clinical signs
GEORGIA2010_00299	8	217-470	cloacal swab	Yellow-legged Gull	A		Ø5927	Kazbegi Brewery		area not under restriction	2009/12/02	2010/02/18	1583		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.7118	44.7898	live without clinical signs
GEORGIA2010_00300	8	217-471	cloacal swab	Yellow-legged Gull	A		Ø5927	Kazbegi Brewery		area not under restriction	2009/12/02	2010/02/18	1583		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.7118	44.7898	live without clinical signs
GEORGIA2010_00301	8	217-472	cloacal swab	Yellow-legged Gull	A		Ø5927	Kazbegi Brewery		area not under restriction	2009/12/02	2010/02/18	1583		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.7118	44.7898	live without clinical signs
GEORGIA2010_00302	8	217-473	cloacal swab	Yellow-legged Gull	A		Ø5927	Kazbegi Brewery		area not under restriction	2009/12/02	2010/02/18	1583		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.7118	44.7898	live without clinical signs
GEORGIA2010_00303	8	217-474	cloacal swab	Yellow-legged Gull	A		Ø5927	Kazbegi Brewery		area not under restriction	2009/12/02	2010/02/18	1585		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.7118	44.7898	live without clinical signs
GEORGIA2010_00304	8	217-475	cloacal swab	Yellow-legged Gull	A		Ø5927	Kazbegi Brewery		area not under restriction	2009/12/02	2010/02/18	1585		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.7118	44.7898	live without clinical signs
GEORGIA2010_00305	8	217-476	cloacal swab	Yellow-legged Gull	A		Ø5927	Kazbegi Brewery		area not under restriction	2009/12/02	2010/02/18	1585		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.7118	44.7898	live without clinical signs
GEORGIA2010_00306	8	217-477	cloacal swab	Yellow-legged Gull	A		Ø5927	Kazbegi Brewery		area not under restriction	2009/12/02	2010/02/18	1585		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.7118	44.7898	live without clinical signs
GEORGIA2010_00307	8	217-478	cloacal swab	Yellow-legged Gull	A		Ø5927	Kazbegi Brewery		area not under restriction	2009/12/02	2010/02/18	1585		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.7118	44.7898	live without clinical signs
GEORGIA2010_00308	8	217-479	cloacal swab	Yellow-legged Gull	A		Ø5927	Kazbegi Brewery		area not under restriction	2009/12/02	2010/02/18	1586		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.7118	44.7898	live without clinical signs
GEORGIA2010_00309	8	217-480	cloacal swab	Yellow-legged Gull	A		Ø5927	Kazbegi Brewery		area not under restriction	2009/12/02	2010/02/18	1586		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.7118	44.7898	live without clinical signs
GEORGIA2010_00310	8	217-500	cloacal swab	Yellow-legged Gull	A		Ø5927	Kazbegi brewery		area not under restriction	2009/12/15	2010/02/18	1586		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.7118	44.7898	live without clinical signs
GEORGIA2010_00311	8	217-501	cloacal swab	Yellow-legged Gull	A		Ø5927	Kazbegi brewery		area not under restriction	2009/12/15	2010/02/18	1586		2010/02/22	2010-02-22	n		n		n		not performed			Not identifiable	H not determined	N not determined		041.7118	44.7898	live without clinical signs
